말id	전체 경기	통계1	통계2	통계3	통계4	통계5	승률	복승률	연승률
031353	18	0	3	1	1	3	0.0 	16.7 	22.2 
031479	11	0	0	0	0	1	0.0 	0.0 	0.0 
030350	15	5	3	1	0	0	33.3 	53.3 	60.0 
030116	10	3	1	0	0	0	30.0 	40.0 	40.0 
030503	12	4	0	0	0	1	33.3 	33.3 	33.3 
034645	13	3	3	2	2	1	23.1 	46.2 	61.5 
032224	30	9	6	1	5	5	30.0 	50.0 	53.3 
031667	10	5	2	1	1	1	50.0 	70.0 	80.0 
031946	10	4	1	2	1	2	40.0 	50.0 	70.0 
031948	29	3	4	2	1	3	10.3 	24.1 	31.0 
032226	7	2	3	0	0	0	28.6 	71.4 	71.4 
031373	27	4	1	1	3	3	14.8 	18.5 	22.2 
031810	20	3	2	2	7	1	15.0 	25.0 	35.0 
031742	9	2	2	0	1	0	22.2 	44.4 	44.4 
030375	8	0	0	0	2	1	0.0 	0.0 	0.0 
031676	4	0	0	0	0	1	0.0 	0.0 	0.0 
032461	17	0	0	2	1	2	0.0 	0.0 	11.8 
030754	13	0	0	0	2	1	0.0 	0.0 	0.0 
034498	18	3	1	4	2	1	16.7 	22.2 	44.4 
034553	24	0	1	2	4	4	0.0 	4.2 	12.5 
034675	14	1	0	1	0	0	7.1 	7.1 	14.3 
034665	18	0	2	1	3	1	0.0 	11.1 	16.7 
031736	16	6	2	0	1	2	37.5 	50.0 	50.0 
032330	11	0	2	0	1	2	0.0 	18.2 	18.2 
031421	4	0	0	0	0	0	0.0 	0.0 	0.0 
031449	24	2	1	2	1	2	8.3 	12.5 	20.8 
030235	1	0	0	0	0	0	0.0 	0.0 	0.0 
030042	11	0	0	0	0	1	0.0 	0.0 	0.0 
034481	18	1	1	1	1	1	5.6 	11.1 	16.7 
032668	9	0	0	0	0	0	0.0 	0.0 	0.0 
034501	30	0	7	3	3	4	0.0 	23.3 	33.3 
032666	8	0	0	0	0	0	0.0 	0.0 	0.0 
032991	10	0	0	0	0	0	0.0 	0.0 	0.0 
031551	21	5	5	1	3	2	23.8 	47.6 	52.4 
031456	19	4	3	2	3	0	21.1 	36.8 	47.4 
030864	6	0	1	3	0	0	0.0 	16.7 	66.7 
031352	39	1	3	10	3	5	2.6 	10.3 	35.9 
029530	7	0	0	0	0	0	0.0 	0.0 	0.0 
029957	19	0	0	1	1	0	0.0 	0.0 	5.3 
031556	25	1	1	3	1	4	4.0 	8.0 	20.0 
029866	18	2	1	1	2	3	11.1 	16.7 	22.2 
030354	13	1	4	3	1	0	7.7 	38.5 	61.5 
031790	16	2	1	1	2	1	12.5 	18.8 	25.0 
030494	6	2	0	0	2	1	33.3 	33.3 	33.3 
031638	21	4	4	1	2	1	19.0 	38.1 	42.9 
029916	21	2	1	2	0	2	9.5 	14.3 	23.8 
034496	31	4	4	4	1	2	12.9 	25.8 	38.7 
030716	12	4	2	1	0	0	33.3 	50.0 	58.3 
031888	10	0	1	1	1	0	0.0 	10.0 	20.0 
029792	15	1	1	1	1	0	6.7 	13.3 	20.0 
031832	11	1	2	1	1	2	9.1 	27.3 	36.4 
029834	6	0	0	0	0	2	0.0 	0.0 	0.0 
031825	12	3	1	0	0	1	25.0 	33.3 	33.3 
031585	18	0	3	0	7	1	0.0 	16.7 	16.7 
031361	19	0	0	2	1	1	0.0 	0.0 	10.5 
032117	15	6	3	0	0	0	40.0 	60.0 	60.0 
034566	17	5	2	1	1	2	29.4 	41.2 	47.1 
034458	22	4	5	3	1	1	18.2 	40.9 	54.5 
033008	21	1	0	2	4	3	4.8 	4.8 	14.3 
034572	37	2	3	2	6	6	5.4 	13.5 	18.9 
034643	14	2	1	2	0	0	14.3 	21.4 	35.7 
032534	37	8	3	7	2	2	21.6 	29.7 	48.6 
031564	41	0	3	2	4	4	0.0 	7.3 	12.2 
029851	10	1	2	1	0	0	10.0 	30.0 	40.0 
030454	18	3	2	2	1	1	16.7 	27.8 	38.9 
031722	19	1	0	0	0	1	5.3 	5.3 	5.3 
031740	1	0	0	0	0	0	0.0 	0.0 	0.0 
032519	8	0	0	0	1	0	0.0 	0.0 	0.0 
031598	13	0	0	0	3	1	0.0 	0.0 	0.0 
031977	19	1	1	0	1	1	5.3 	10.5 	10.5 
032156	8	0	0	0	0	0	0.0 	0.0 	0.0 
032232	26	5	5	3	3	1	19.2 	38.5 	50.0 
034495	8	0	3	0	0	0	0.0 	37.5 	37.5 
030269	8	0	0	0	0	1	0.0 	0.0 	0.0 
031870	18	1	0	2	0	1	5.6 	5.6 	16.7 
030486	21	4	2	1	3	0	19.0 	28.6 	33.3 
030277	19	3	1	3	0	2	15.8 	21.1 	36.8 
030564	19	9	2	3	1	0	47.4 	57.9 	73.7 
031737	22	3	0	3	3	1	13.6 	13.6 	27.3 
031691	3	1	0	1	1	0	33.3 	33.3 	66.7 
030580	30	2	3	2	4	5	6.7 	16.7 	23.3 
031747	19	0	3	1	4	4	0.0 	15.8 	21.1 
032865	15	1	0	1	1	4	6.7 	6.7 	13.3 
030035	12	4	2	1	0	1	33.3 	50.0 	58.3 
030582	28	3	2	2	4	2	10.7 	17.9 	25.0 
029818	9	0	2	0	1	1	0.0 	22.2 	22.2 
031826	16	2	2	3	4	1	12.5 	25.0 	43.8 
032047	1	0	0	0	0	0	0.0 	0.0 	0.0 
032591	26	3	1	4	2	2	11.5 	15.4 	30.8 
034493	3	0	2	1	0	0	0.0 	66.7 	100.0 
034510	13	0	2	1	3	1	0.0 	15.4 	23.1 
031588	16	5	0	2	2	1	31.3 	31.3 	43.8 
029575	9	1	2	1	0	0	11.1 	33.3 	44.4 
034582	14	0	2	1	1	1	0.0 	14.3 	21.4 
034609	18	4	1	1	1	1	22.2 	27.8 	33.3 
032853	9	0	0	0	0	1	0.0 	0.0 	0.0 
029553	9	0	0	0	0	0	0.0 	0.0 	0.0 
031905	38	6	5	3	2	2	15.8 	28.9 	36.8 
032476	8	2	0	2	0	1	25.0 	25.0 	50.0 
030240	17	1	2	2	4	2	5.9 	17.6 	29.4 
030326	53	3	4	4	10	3	5.7 	13.2 	20.8 
030569	17	10	1	1	2	0	58.8 	64.7 	70.6 
025070	36	6	10	4	4	3	16.7 	44.4 	55.6 
029817	43	10	8	4	1	4	23.3 	41.9 	51.2 
030806	38	13	3	7	3	1	34.2 	42.1 	60.5 
031365	11	1	1	1	2	2	9.1 	18.2 	27.3 
032101	3	1	0	2	0	0	33.3 	33.3 	100.0 
034577	4	0	1	2	0	0	0.0 	25.0 	75.0 
034444	28	5	4	2	2	8	17.9 	32.1 	39.3 
034650	28	3	4	1	6	2	10.7 	25.0 	28.6 
034682	10	0	0	0	1	1	0.0 	0.0 	0.0 
034626	18	3	1	0	2	0	16.7 	22.2 	22.2 
031603	21	1	3	3	1	3	4.8 	19.0 	33.3 
032414	15	5	2	0	3	2	33.3 	46.7 	46.7 
032456	69	5	4	5	7	6	7.2 	13.0 	20.3 
032290	15	1	1	1	0	1	6.7 	13.3 	20.0 
030151	14	0	0	3	1	0	0.0 	0.0 	21.4 
031824	1	0	0	0	1	0	0.0 	0.0 	0.0 
031387	22	0	0	4	3	1	0.0 	0.0 	18.2 
032817	29	0	1	5	1	2	0.0 	3.4 	20.7 
034461	3	0	0	0	1	0	0.0 	0.0 	0.0 
034694	3	0	0	1	0	0	0.0 	0.0 	33.3 
032987	12	3	1	0	1	1	25.0 	33.3 	33.3 
031694	8	1	0	2	0	0	12.5 	12.5 	37.5 
034688	5	0	0	0	0	0	0.0 	0.0 	0.0 
034570	4	0	0	0	0	0	0.0 	0.0 	0.0 
030161	5	0	0	0	0	0	0.0 	0.0 	0.0 
029548	9	0	0	0	0	1	0.0 	0.0 	0.0 
031447	7	0	0	1	0	1	0.0 	0.0 	14.3 
030050	10	0	0	0	0	0	0.0 	0.0 	0.0 
030515	10	1	0	0	0	0	10.0 	10.0 	10.0 
032118	24	1	2	0	1	3	4.2 	12.5 	12.5 
034447	10	4	2	2	0	0	40.0 	60.0 	80.0 
031949	3	0	0	0	0	0	0.0 	0.0 	0.0 
031609	25	4	3	4	1	1	16.0 	28.0 	44.0 
030509	9	1	1	1	1	0	11.1 	22.2 	33.3 
029787	11	1	0	1	2	0	9.1 	9.1 	18.2 
029894	4	1	0	2	0	0	25.0 	25.0 	75.0 
030313	2	0	0	0	0	0	0.0 	0.0 	0.0 
034562	24	2	2	3	2	2	8.3 	16.7 	29.2 
034503	36	3	2	3	3	3	8.3 	13.9 	22.2 
034435	5	0	0	0	0	0	0.0 	0.0 	0.0 
032113	37	4	2	5	1	6	10.8 	16.2 	29.7 
031505	4	2	0	1	1	0	50.0 	50.0 	75.0 
029777	4	0	0	0	0	1	0.0 	0.0 	0.0 
032097	13	2	0	0	0	1	15.4 	15.4 	15.4 
031915	11	1	1	3	2	1	9.1 	18.2 	45.5 
031798	12	0	0	0	0	1	0.0 	0.0 	0.0 
030575	3	0	0	0	0	0	0.0 	0.0 	0.0 
032385	29	3	1	3	1	1	10.3 	13.8 	24.1 
031484	7	2	1	0	0	0	28.6 	42.9 	42.9 
032487	1	0	0	0	0	0	0.0 	0.0 	0.0 
030658	9	3	2	0	2	0	33.3 	55.6 	55.6 
030551	10	2	1	2	0	1	20.0 	30.0 	50.0 
030781	10	4	1	2	2	0	40.0 	50.0 	70.0 
029801	5	0	0	0	0	0	0.0 	0.0 	0.0 
029959	3	0	0	0	0	0	0.0 	0.0 	0.0 
034573	23	1	2	1	1	4	4.3 	13.0 	17.4 
033123	36	0	1	1	6	5	0.0 	2.8 	5.6 
032629	24	5	4	2	4	1	20.8 	37.5 	45.8 
029857	8	0	0	1	0	3	0.0 	0.0 	12.5 
031376	5	1	0	1	1	0	20.0 	20.0 	40.0 
032007	11	1	1	0	0	0	9.1 	18.2 	18.2 
031745	9	1	1	1	0	0	11.1 	22.2 	33.3 
030018	14	6	3	2	1	1	42.9 	64.3 	78.6 
030284	24	5	5	5	4	2	20.8 	41.7 	62.5 
030020	33	4	9	4	3	0	12.1 	39.4 	51.5 
030130	29	6	3	3	3	3	20.7 	31.0 	41.4 
029812	19	5	2	2	1	0	26.3 	36.8 	47.4 
029838	6	0	0	0	0	0	0.0 	0.0 	0.0 
030496	6	0	0	0	0	1	0.0 	0.0 	0.0 
032616	20	4	4	1	2	3	20.0 	40.0 	45.0 
028195	7	6	1	0	0	0	85.7 	100.0 	100.0 
032628	2	0	0	0	0	0	0.0 	0.0 	0.0 
030470	5	0	0	0	0	0	0.0 	0.0 	0.0 
031680	11	0	0	0	1	0	0.0 	0.0 	0.0 
031696	18	8	1	2	0	2	44.4 	50.0 	61.1 
029746	5	0	0	0	0	0	0.0 	0.0 	0.0 
034448	8	0	0	2	1	1	0.0 	0.0 	25.0 
029909	5	2	0	0	2	0	40.0 	40.0 	40.0 
032523	1	0	0	0	0	0	0.0 	0.0 	0.0 
030428	1	0	0	0	0	0	0.0 	0.0 	0.0 
029519	4	0	0	3	0	0	0.0 	0.0 	75.0 
029596	4	0	1	0	1	1	0.0 	25.0 	25.0 
030170	3	0	0	0	0	0	0.0 	0.0 	0.0 
034594	0	0	0	0	0	0	0.0 	0.0 	0.0 
034580	14	0	0	4	2	0	0.0 	0.0 	28.6 
029554	2	0	0	0	0	0	0.0 	0.0 	0.0 
031582	8	0	0	1	0	1	0.0 	0.0 	12.5 
034726	2	1	1	0	0	0	50.0 	100.0 	100.0 
032690	29	7	10	2	3	1	24.1 	58.6 	65.5 
034734	1	0	0	0	1	0	0.0 	0.0 	0.0 
034733	1	0	0	0	0	1	0.0 	0.0 	0.0 
034732	1	0	0	0	0	0	0.0 	0.0 	0.0 
032706	24	10	2	3	3	1	41.7 	50.0 	62.5 
034728	1	0	0	0	0	0	0.0 	0.0 	0.0 
034727	1	0	0	0	0	0	0.0 	0.0 	0.0 
029631	5	0	0	0	0	0	0.0 	0.0 	0.0 
030340	5	1	1	1	0	1	20.0 	40.0 	60.0 
030672	1	0	0	0	0	0	0.0 	0.0 	0.0 
030819	11	1	1	1	1	2	9.1 	18.2 	27.3 
032979	6	0	1	1	1	1	0.0 	16.7 	33.3 
029832	11	1	4	3	0	2	9.1 	45.5 	72.7 
031698	6	2	0	3	0	0	33.3 	33.3 	83.3 
031473	11	0	2	1	3	0	0.0 	18.2 	27.3 
030268	6	0	0	0	0	0	0.0 	0.0 	0.0 
029704	1	0	0	0	0	0	0.0 	0.0 	0.0 
031926	4	0	0	2	1	1	0.0 	0.0 	50.0 
032665	4	0	0	0	0	0	0.0 	0.0 	0.0 
032658	7	0	0	0	0	0	0.0 	0.0 	0.0 
031430	31	9	4	3	2	4	29.0 	41.9 	51.6 
031707	2	0	0	0	0	0	0.0 	0.0 	0.0 
030134	10	0	2	0	1	0	0.0 	20.0 	20.0 
030107	3	1	1	0	0	0	33.3 	66.7 	66.7 
030469	23	2	3	4	2	3	8.7 	21.7 	39.1 
029730	15	1	1	1	0	2	6.7 	13.3 	20.0 
031344	5	0	0	0	0	0	0.0 	0.0 	0.0 
034494	1	0	0	0	0	0	0.0 	0.0 	0.0 
030357	26	0	2	4	2	5	0.0 	7.7 	23.1 
032004	1	0	0	0	0	0	0.0 	0.0 	0.0 
030733	1	0	0	0	0	0	0.0 	0.0 	0.0 
031641	1	0	0	0	0	0	0.0 	0.0 	0.0 
030000	4	1	2	0	0	0	25.0 	75.0 	75.0 
030017	16	1	1	3	0	3	6.3 	12.5 	31.3 
029725	2	0	0	0	0	0	0.0 	0.0 	0.0 
030072	2	0	0	0	0	0	0.0 	0.0 	0.0 
029889	10	3	4	1	0	1	30.0 	70.0 	80.0 
029932	5	0	0	0	0	0	0.0 	0.0 	0.0 
029846	5	1	0	0	1	1	20.0 	20.0 	20.0 
030701	7	0	0	0	0	1	0.0 	0.0 	0.0 
030743	2	0	0	0	0	0	0.0 	0.0 	0.0 
029782	1	0	0	0	0	0	0.0 	0.0 	0.0 
030221	11	3	2	0	0	1	27.3 	45.5 	45.5 
028653	7	0	0	0	0	1	0.0 	0.0 	0.0 
029615	5	0	0	0	0	0	0.0 	0.0 	0.0 
029843	24	0	0	1	1	4	0.0 	0.0 	4.2 
030390	8	0	0	0	0	0	0.0 	0.0 	0.0 
029565	3	0	0	0	0	0	0.0 	0.0 	0.0 
029549	2	0	0	1	0	0	0.0 	0.0 	50.0 
030617	2	0	0	0	0	0	0.0 	0.0 	0.0 
029563	2	0	0	0	0	0	0.0 	0.0 	0.0 
032974	13	0	0	1	1	0	0.0 	0.0 	7.7 
029931	4	0	0	0	0	0	0.0 	0.0 	0.0 
028660	6	1	0	0	1	1	16.7 	16.7 	16.7 
029912	3	0	1	0	0	0	0.0 	33.3 	33.3 
027832	1	0	0	0	0	0	0.0 	0.0 	0.0 
029739	7	1	0	1	0	0	14.3 	14.3 	28.6 
029727	4	0	0	0	0	0	0.0 	0.0 	0.0 
030261	3	0	0	0	0	0	0.0 	0.0 	0.0 
030126	2	0	0	0	0	0	0.0 	0.0 	0.0 
030592	19	5	2	1	1	2	26.3 	36.8 	42.1 
030251	50	5	6	9	5	7	10.0 	22.0 	40.0 
030286	2	0	0	0	0	0	0.0 	0.0 	0.0 
030868	1	0	0	0	0	0	0.0 	0.0 	0.0 
026062	3	0	0	1	0	0	0.0 	0.0 	33.3 
032664	2	0	0	0	0	0	0.0 	0.0 	0.0 
030115	4	0	0	0	0	0	0.0 	0.0 	0.0 
030343	3	0	0	0	0	0	0.0 	0.0 	0.0 
028297	3	0	0	0	0	0	0.0 	0.0 	0.0 
029976	1	0	0	0	0	0	0.0 	0.0 	0.0 
030402	1	0	0	0	0	0	0.0 	0.0 	0.0 
029546	2	0	0	0	0	0	0.0 	0.0 	0.0 
029929	1	0	0	0	0	0	0.0 	0.0 	0.0 
031038	51	10	7	4	5	10	19.6 	33.3 	41.2 
026665	31	4	4	2	3	4	12.9 	25.8 	32.3 
031121	41	4	7	1	8	6	9.8 	26.8 	29.3 
029095	21	4	1	3	1	1	19.0 	23.8 	38.1 
031204	15	4	2	2	2	0	26.7 	40.0 	53.3 
029810	11	0	3	0	0	3	0.0 	27.3 	27.3 
029914	18	7	1	1	0	0	38.9 	44.4 	50.0 
030492	3	0	0	0	0	0	0.0 	0.0 	0.0 
032657	3	0	0	0	0	0	0.0 	0.0 	0.0 
030568	1	0	0	0	0	0	0.0 	0.0 	0.0 
030536	1	0	0	0	0	0	0.0 	0.0 	0.0 
034199	21	4	1	1	1	3	19.0 	23.8 	28.6 
033851	16	2	4	0	1	3	12.5 	37.5 	37.5 
034389	5	1	1	1	0	0	20.0 	40.0 	60.0 
034173	19	5	0	4	1	1	26.3 	26.3 	47.4 
034377	28	2	3	2	0	4	7.1 	17.9 	25.0 
033427	26	1	5	3	1	2	3.8 	23.1 	34.6 
033516	4	0	0	0	0	1	0.0 	0.0 	0.0 
034117	19	0	2	1	2	2	0.0 	10.5 	15.8 
033498	8	0	0	1	2	1	0.0 	0.0 	12.5 
033478	5	0	0	0	0	0	0.0 	0.0 	0.0 
033339	4	0	0	0	0	0	0.0 	0.0 	0.0 
034260	19	1	0	1	0	3	5.3 	5.3 	10.5 
034347	14	3	3	1	1	2	21.4 	42.9 	50.0 
033222	17	1	3	5	1	1	5.9 	23.5 	52.9 
034025	43	2	5	4	5	5	4.7 	16.3 	25.6 
034065	24	2	0	2	2	1	8.3 	8.3 	16.7 
034160	6	1	0	1	2	1	16.7 	16.7 	33.3 
033903	24	6	0	5	2	1	25.0 	25.0 	45.8 
033471	19	0	3	0	1	2	0.0 	15.8 	15.8 
033208	32	5	3	3	4	3	15.6 	25.0 	34.4 
033342	13	0	0	0	1	0	0.0 	0.0 	0.0 
034075	18	1	2	1	1	2	5.6 	16.7 	22.2 
033696	8	0	0	0	0	0	0.0 	0.0 	0.0 
033514	16	0	2	1	3	0	0.0 	12.5 	18.8 
033951	8	1	0	0	0	2	12.5 	12.5 	12.5 
034181	19	0	2	1	2	2	0.0 	10.5 	15.8 
034149	19	1	5	4	3	1	5.3 	31.6 	52.6 
033822	7	0	2	1	1	1	0.0 	28.6 	42.9 
033148	10	1	0	2	0	2	10.0 	10.0 	30.0 
033928	18	0	2	2	3	1	0.0 	11.1 	22.2 
033205	54	3	5	2	4	6	5.6 	14.8 	18.5 
034069	34	2	0	1	2	7	5.9 	5.9 	8.8 
033900	7	0	0	0	0	0	0.0 	0.0 	0.0 
034395	3	0	0	0	0	0	0.0 	0.0 	0.0 
034034	5	0	0	0	0	0	0.0 	0.0 	0.0 
033511	3	0	0	0	0	0	0.0 	0.0 	0.0 
034338	4	0	0	0	0	0	0.0 	0.0 	0.0 
034053	35	2	6	4	7	3	5.7 	22.9 	34.3 
033841	23	2	2	4	5	1	8.7 	17.4 	34.8 
032473	13	0	2	1	1	2	0.0 	15.4 	23.1 
032337	11	0	0	0	2	2	0.0 	0.0 	0.0 
032597	23	1	1	1	0	1	4.3 	8.7 	13.0 
031726	24	6	4	1	4	3	25.0 	41.7 	45.8 
031808	39	0	2	1	6	4	0.0 	5.1 	7.7 
034334	8	0	0	2	1	0	0.0 	0.0 	25.0 
033485	48	4	2	7	3	5	8.3 	12.5 	27.1 
033532	24	2	3	2	4	1	8.3 	20.8 	29.2 
033279	26	4	2	4	2	3	15.4 	23.1 	38.5 
031849	30	3	1	1	2	1	10.0 	13.3 	16.7 
031357	13	1	1	2	2	0	7.7 	15.4 	30.8 
031464	25	1	2	1	1	2	4.0 	12.0 	16.0 
033725	6	2	1	0	0	0	33.3 	50.0 	50.0 
036520	25	7	7	4	2	1	28.0 	56.0 	72.0 
036469	42	1	3	4	4	4	2.4 	9.5 	19.0 
034869	18	1	5	2	3	2	5.6 	33.3 	44.4 
034883	13	0	0	1	1	2	0.0 	0.0 	7.7 
034804	29	4	3	4	5	3	13.8 	24.1 	37.9 
032772	14	1	0	3	3	1	7.1 	7.1 	28.6 
036519	11	1	1	0	1	0	9.1 	18.2 	18.2 
034870	46	1	7	1	1	3	2.2 	17.4 	19.6 
032997	4	0	0	0	0	0	0.0 	0.0 	0.0 
036425	15	0	0	0	0	0	0.0 	0.0 	0.0 
034807	8	0	0	0	0	0	0.0 	0.0 	0.0 
032557	23	2	0	0	4	2	8.7 	8.7 	8.7 
033655	26	2	2	3	5	0	7.7 	15.4 	26.9 
032522	37	3	5	4	4	4	8.1 	21.6 	32.4 
032295	17	1	3	4	0	2	5.9 	23.5 	47.1 
032500	15	0	1	2	0	4	0.0 	6.7 	20.0 
033948	13	1	2	1	1	1	7.7 	23.1 	30.8 
031333	19	5	2	3	2	1	26.3 	36.8 	52.6 
031823	19	3	3	2	2	2	15.8 	31.6 	42.1 
030071	36	1	6	5	2	3	2.8 	19.4 	33.3 
032630	22	4	6	2	4	1	18.2 	45.5 	54.5 
034049	36	7	4	4	3	2	19.4 	30.6 	41.7 
034753	10	1	2	1	0	1	10.0 	30.0 	40.0 
036462	20	4	2	3	0	0	20.0 	30.0 	45.0 
036528	16	2	0	1	3	0	12.5 	12.5 	18.8 
034855	25	1	2	2	1	2	4.0 	12.0 	20.0 
034436	29	4	1	3	1	6	13.8 	17.2 	27.6 
034661	10	1	0	1	1	1	10.0 	10.0 	20.0 
036536	35	3	4	2	1	2	8.6 	20.0 	25.7 
034589	7	2	0	1	0	0	28.6 	28.6 	42.9 
036527	9	5	0	2	0	0	55.6 	55.6 	77.8 
036495	26	4	2	4	1	1	15.4 	23.1 	38.5 
036372	27	2	2	1	6	4	7.4 	14.8 	18.5 
036530	32	5	4	0	5	0	15.6 	28.1 	28.1 
036484	11	3	0	1	1	2	27.3 	27.3 	36.4 
036501	29	6	2	4	5	3	20.7 	27.6 	41.4 
033401	20	3	2	3	2	3	15.0 	25.0 	40.0 
034863	42	4	3	3	3	5	9.5 	16.7 	23.8 
036388	25	4	2	5	2	2	16.0 	24.0 	44.0 
030364	41	5	3	7	4	3	12.2 	19.5 	36.6 
033125	8	3	2	0	0	0	37.5 	62.5 	62.5 
034698	10	2	3	1	0	1	20.0 	50.0 	60.0 
034251	20	3	2	4	2	4	15.0 	25.0 	45.0 
033967	3	1	1	0	0	0	33.3 	66.7 	66.7 
033576	15	2	6	4	1	1	13.3 	53.3 	80.0 
033231	40	2	2	3	6	9	5.0 	10.0 	17.5 
034043	31	1	3	5	3	2	3.2 	12.9 	29.0 
033520	20	0	0	0	1	2	0.0 	0.0 	0.0 
033863	11	1	0	2	0	0	9.1 	9.1 	27.3 
033373	10	0	0	0	1	1	0.0 	0.0 	0.0 
033308	19	0	0	3	4	1	0.0 	0.0 	15.8 
033823	21	5	1	2	3	0	23.8 	28.6 	38.1 
033687	32	1	0	2	2	2	3.1 	3.1 	9.4 
033243	17	0	1	1	2	1	0.0 	5.9 	11.8 
033302	4	1	0	1	0	1	25.0 	25.0 	50.0 
033405	22	1	2	2	3	1	4.5 	13.6 	22.7 
031789	19	1	0	3	3	3	5.3 	5.3 	21.1 
031453	35	2	3	2	4	6	5.7 	14.3 	20.0 
033955	13	0	1	0	1	4	0.0 	7.7 	7.7 
033894	38	4	2	5	1	5	10.5 	15.8 	28.9 
033375	34	1	2	1	2	4	2.9 	8.8 	11.8 
033425	3	0	0	0	0	0	0.0 	0.0 	0.0 
034135	8	0	0	0	0	1	0.0 	0.0 	0.0 
031766	9	0	0	0	0	0	0.0 	0.0 	0.0 
034386	5	0	0	0	0	0	0.0 	0.0 	0.0 
033213	8	0	0	0	0	0	0.0 	0.0 	0.0 
031714	17	0	5	1	4	2	0.0 	29.4 	35.3 
032218	33	1	4	6	2	1	3.0 	15.2 	33.3 
032306	8	0	0	1	0	1	0.0 	0.0 	12.5 
031828	11	0	1	0	3	2	0.0 	9.1 	9.1 
036523	23	0	6	2	2	3	0.0 	26.1 	34.8 
032481	19	4	5	2	1	2	21.1 	47.4 	57.9 
036551	50	3	2	2	7	5	6.0 	10.0 	14.0 
034866	14	2	0	1	1	1	14.3 	14.3 	21.4 
036529	11	0	1	0	0	2	0.0 	9.1 	9.1 
034653	5	1	1	0	0	0	20.0 	40.0 	40.0 
031980	10	3	0	1	1	0	30.0 	30.0 	40.0 
034785	1	0	0	0	0	0	0.0 	0.0 	0.0 
032471	10	1	1	0	1	0	10.0 	20.0 	20.0 
034058	23	5	2	2	2	1	21.7 	30.4 	39.1 
033320	15	1	4	4	1	1	6.7 	33.3 	60.0 
033902	15	1	2	4	1	2	6.7 	20.0 	46.7 
031817	24	3	2	2	4	1	12.5 	20.8 	29.2 
034183	31	2	2	1	7	3	6.5 	12.9 	16.1 
032499	5	1	0	0	0	0	20.0 	20.0 	20.0 
032483	15	5	4	0	0	1	33.3 	60.0 	60.0 
033890	26	3	2	3	1	1	11.5 	19.2 	30.8 
029639	15	0	2	1	3	1	0.0 	13.3 	20.0 
031859	19	1	2	2	4	3	5.3 	15.8 	26.3 
032193	17	1	1	2	1	3	5.9 	11.8 	23.5 
031878	14	1	0	1	1	2	7.1 	7.1 	14.3 
031733	34	2	0	4	3	0	5.9 	5.9 	17.6 
031690	18	1	0	0	3	2	5.6 	5.6 	5.6 
036381	9	1	1	2	2	0	11.1 	22.2 	44.4 
034754	18	0	3	3	0	3	0.0 	16.7 	33.3 
036459	30	1	5	4	2	0	3.3 	20.0 	33.3 
036421	11	0	0	0	1	1	0.0 	0.0 	0.0 
036498	11	0	3	1	0	0	0.0 	27.3 	36.4 
036367	8	0	1	1	0	0	0.0 	12.5 	25.0 
034776	20	1	2	2	1	7	5.0 	15.0 	25.0 
036502	16	0	0	1	3	1	0.0 	0.0 	6.3 
034816	2	0	0	0	0	0	0.0 	0.0 	0.0 
032063	45	3	2	1	7	9	6.7 	11.1 	13.3 
031862	12	1	1	0	1	0	8.3 	16.7 	16.7 
031951	4	1	0	1	0	0	25.0 	25.0 	50.0 
033978	17	5	2	1	1	3	29.4 	41.2 	47.1 
034170	32	6	6	3	4	3	18.8 	37.5 	46.9 
034151	28	7	2	5	3	4	25.0 	32.1 	50.0 
033568	23	5	5	2	4	0	21.7 	43.5 	52.2 
033592	12	3	5	0	0	2	25.0 	66.7 	66.7 
033803	27	6	5	1	2	1	22.2 	40.7 	44.4 
033663	35	8	1	8	3	3	22.9 	25.7 	48.6 
033615	16	1	1	3	3	1	6.3 	12.5 	31.3 
033533	26	1	0	1	1	4	3.8 	3.8 	7.7 
031970	20	8	3	3	1	2	40.0 	55.0 	70.0 
032396	26	5	5	2	2	1	19.2 	38.5 	46.2 
027917	19	7	0	0	1	1	36.8 	36.8 	36.8 
033420	15	1	2	0	0	2	6.7 	20.0 	20.0 
033969	21	6	5	3	0	0	28.6 	52.4 	66.7 
034195	9	0	0	3	3	0	0.0 	0.0 	33.3 
033499	4	0	1	0	3	0	0.0 	25.0 	25.0 
033422	11	1	0	2	0	2	9.1 	9.1 	27.3 
033543	10	0	0	0	1	0	0.0 	0.0 	0.0 
033550	2	0	0	0	0	0	0.0 	0.0 	0.0 
033680	4	0	0	0	0	0	0.0 	0.0 	0.0 
033561	11	0	0	0	1	0	0.0 	0.0 	0.0 
033739	25	2	2	2	1	2	8.0 	16.0 	24.0 
033641	23	0	0	3	0	0	0.0 	0.0 	13.0 
034036	21	2	3	1	3	0	9.5 	23.8 	28.6 
033733	36	5	2	3	2	7	13.9 	19.4 	27.8 
033862	29	4	5	2	4	3	13.8 	31.0 	37.9 
033598	30	3	3	3	3	1	10.0 	20.0 	30.0 
033819	10	2	1	0	4	2	20.0 	30.0 	30.0 
034089	26	4	4	2	0	2	15.4 	30.8 	38.5 
034168	6	0	0	0	0	0	0.0 	0.0 	0.0 
034328	14	0	2	0	2	2	0.0 	14.3 	14.3 
033403	33	3	4	4	4	4	9.1 	21.2 	33.3 
033542	30	1	2	1	1	7	3.3 	10.0 	13.3 
033450	13	0	2	0	2	0	0.0 	15.4 	15.4 
