말id	전체 경기	통계1	통계2	통계3	통계4	통계5	승률	복승률	연승률
026291	25	3	0	6	3	2	12.0 	12.0 	36.0 
026088	15	3	0	1	2	0	20.0 	20.0 	26.7 
026833	27	2	2	1	8	3	7.4 	14.8 	18.5 
026134	12	1	0	0	0	2	8.3 	8.3 	8.3 
026125	5	0	1	1	2	0	0.0 	20.0 	40.0 
026836	20	0	1	1	1	3	0.0 	5.0 	10.0 
025990	7	0	0	0	0	1	0.0 	0.0 	0.0 
026325	19	1	0	2	1	4	5.3 	5.3 	15.8 
026574	11	4	0	2	0	1	36.4 	36.4 	54.5 
026930	14	2	2	5	2	0	14.3 	28.6 	64.3 
029010	7	1	2	0	0	2	14.3 	42.9 	42.9 
029159	16	2	2	1	0	0	12.5 	25.0 	31.3 
029163	7	1	0	1	0	1	14.3 	14.3 	28.6 
029153	15	4	0	1	3	0	26.7 	26.7 	33.3 
029130	27	2	0	4	3	4	7.4 	7.4 	22.2 
029137	32	0	6	1	2	6	0.0 	18.8 	21.9 
029114	14	0	0	0	0	0	0.0 	0.0 	0.0 
029196	11	0	0	0	0	3	0.0 	0.0 	0.0 
029184	7	0	0	0	0	1	0.0 	0.0 	0.0 
029237	23	0	0	5	1	3	0.0 	0.0 	21.7 
029035	20	2	2	1	1	0	10.0 	20.0 	25.0 
029168	14	0	0	0	1	1	0.0 	0.0 	0.0 
029171	3	0	0	0	0	0	0.0 	0.0 	0.0 
029146	16	5	3	1	3	1	31.3 	50.0 	56.3 
026801	37	6	4	5	4	1	16.2 	27.0 	40.5 
026797	21	5	3	1	1	0	23.8 	38.1 	42.9 
027122	41	3	4	5	5	2	7.3 	17.1 	29.3 
026698	62	1	3	7	11	11	1.6 	6.5 	17.7 
026109	55	4	3	5	5	4	7.3 	12.7 	21.8 
026444	18	2	1	3	3	3	11.1 	16.7 	33.3 
026835	5	0	0	1	1	1	0.0 	0.0 	20.0 
026584	13	1	1	0	0	2	7.7 	15.4 	15.4 
026331	30	1	2	3	2	0	3.3 	10.0 	20.0 
026851	17	1	3	2	1	2	5.9 	23.5 	35.3 
026832	41	0	1	2	3	6	0.0 	2.4 	7.3 
026018	14	1	0	1	0	1	7.1 	7.1 	14.3 
025994	24	1	2	5	1	5	4.2 	12.5 	33.3 
026111	18	0	3	1	3	3	0.0 	16.7 	22.2 
025378	26	2	3	3	2	2	7.7 	19.2 	30.8 
024063	24	1	7	3	1	2	4.2 	33.3 	45.8 
025220	26	2	1	0	3	3	7.7 	11.5 	11.5 
026902	27	3	3	2	0	1	11.1 	22.2 	29.6 
024692	29	3	1	2	1	5	10.3 	13.8 	20.7 
024821	19	2	5	1	0	1	10.5 	36.8 	42.1 
024373	19	1	6	0	4	2	5.3 	36.8 	36.8 
029173	15	5	1	0	1	0	33.3 	40.0 	40.0 
027155	27	4	3	1	3	3	14.8 	25.9 	29.6 
029060	28	4	1	3	2	4	14.3 	17.9 	28.6 
027441	21	3	0	0	2	2	14.3 	14.3 	14.3 
027497	69	2	6	7	11	12	2.9 	11.6 	21.7 
027444	28	5	1	1	4	0	17.9 	21.4 	25.0 
029189	17	5	1	2	0	0	29.4 	35.3 	47.1 
029126	5	3	1	0	0	0	60.0 	80.0 	80.0 
027422	22	3	3	0	4	1	13.6 	27.3 	27.3 
029015	9	3	0	2	0	2	33.3 	33.3 	55.6 
027472	15	4	1	3	1	4	26.7 	33.3 	53.3 
027506	25	3	4	1	2	4	12.0 	28.0 	32.0 
024690	15	4	3	0	0	0	26.7 	46.7 	46.7 
027146	16	3	0	1	0	2	18.8 	18.8 	25.0 
029175	23	1	3	2	4	3	4.3 	17.4 	26.1 
024080	5	0	1	2	1	0	0.0 	20.0 	60.0 
025308	23	3	1	1	3	0	13.0 	17.4 	21.7 
027434	15	0	0	0	0	0	0.0 	0.0 	0.0 
024416	21	2	1	3	1	2	9.5 	14.3 	28.6 
024265	15	1	2	1	2	2	6.7 	20.0 	26.7 
024634	21	0	2	0	2	1	0.0 	9.5 	9.5 
025017	11	0	2	1	2	0	0.0 	18.2 	27.3 
025896	26	3	3	5	2	1	11.5 	23.1 	42.3 
026053	45	2	4	3	7	6	4.4 	13.3 	20.0 
026976	36	2	3	7	4	0	5.6 	13.9 	33.3 
026596	15	2	1	1	1	0	13.3 	20.0 	26.7 
026142	18	2	1	1	1	4	11.1 	16.7 	22.2 
026269	22	4	3	4	3	1	18.2 	31.8 	50.0 
026486	15	2	3	0	3	1	13.3 	33.3 	33.3 
026334	7	0	0	1	0	0	0.0 	0.0 	14.3 
026048	9	1	0	1	0	1	11.1 	11.1 	22.2 
025914	6	0	0	0	0	0	0.0 	0.0 	0.0 
026791	23	2	1	2	2	5	8.7 	13.0 	21.7 
026484	20	3	2	3	0	1	15.0 	25.0 	40.0 
028998	2	1	0	1	0	0	50.0 	50.0 	100.0 
029009	18	1	1	2	0	3	5.6 	11.1 	22.2 
029143	39	4	4	6	6	2	10.3 	20.5 	35.9 
029240	29	3	5	2	3	4	10.3 	27.6 	34.5 
029112	13	1	2	3	0	2	7.7 	23.1 	46.2 
029036	7	2	0	0	1	0	28.6 	28.6 	28.6 
029116	18	2	2	1	0	1	11.1 	22.2 	27.8 
029142	34	1	1	2	7	2	2.9 	5.9 	11.8 
029133	23	1	1	2	5	0	4.3 	8.7 	17.4 
027425	29	4	2	2	2	0	13.8 	20.7 	27.6 
029284	18	1	1	0	1	0	5.6 	11.1 	11.1 
027018	18	2	0	0	2	0	11.1 	11.1 	11.1 
026238	24	0	2	5	3	5	0.0 	8.3 	29.2 
025818	60	1	2	1	7	11	1.7 	5.0 	6.7 
026450	24	2	2	2	1	3	8.3 	16.7 	25.0 
026870	11	0	0	0	1	0	0.0 	0.0 	0.0 
026218	35	0	4	3	6	3	0.0 	11.4 	20.0 
026044	30	3	6	4	1	3	10.0 	30.0 	43.3 
026971	20	1	3	0	1	1	5.0 	20.0 	20.0 
026877	19	1	0	1	1	1	5.3 	5.3 	10.5 
026958	12	0	0	0	0	3	0.0 	0.0 	0.0 
026580	14	1	0	2	1	1	7.1 	7.1 	21.4 
027059	35	2	3	5	1	4	5.7 	14.3 	28.6 
026490	19	3	1	1	2	1	15.8 	21.1 	26.3 
026604	7	0	0	1	2	0	0.0 	0.0 	14.3 
026572	23	2	0	1	1	3	8.7 	8.7 	13.0 
027094	29	3	2	3	2	4	10.3 	17.2 	27.6 
026123	7	0	0	0	0	0	0.0 	0.0 	0.0 
026677	25	1	3	1	2	2	4.0 	16.0 	20.0 
027017	20	2	0	0	1	3	10.0 	10.0 	10.0 
026400	21	1	3	3	3	3	4.8 	19.0 	33.3 
026001	24	0	1	2	2	3	0.0 	4.2 	12.5 
025829	38	4	3	3	2	4	10.5 	18.4 	26.3 
026286	29	0	2	1	1	3	0.0 	6.9 	10.3 
026569	17	1	1	0	1	0	5.9 	11.8 	11.8 
027041	20	1	1	2	3	4	5.0 	10.0 	20.0 
022947	14	3	0	1	0	0	21.4 	21.4 	28.6 
026538	18	3	2	1	0	1	16.7 	27.8 	33.3 
024762	32	2	4	2	4	3	6.3 	18.8 	25.0 
024488	16	1	1	2	0	2	6.3 	12.5 	25.0 
027244	21	2	1	1	6	3	9.5 	14.3 	19.0 
029136	17	3	1	0	2	1	17.6 	23.5 	23.5 
029059	14	2	3	2	0	1	14.3 	35.7 	50.0 
027439	15	2	0	1	2	0	13.3 	13.3 	20.0 
024174	33	6	2	5	2	3	18.2 	24.2 	39.4 
025324	18	3	1	2	3	4	16.7 	22.2 	33.3 
024154	17	1	1	3	0	0	5.9 	11.8 	29.4 
024460	16	0	0	3	3	1	0.0 	0.0 	18.8 
025338	45	0	1	2	5	6	0.0 	2.2 	6.7 
024216	58	0	1	2	2	7	0.0 	1.7 	5.2 
024633	11	0	2	0	0	0	0.0 	18.2 	18.2 
024675	31	1	1	1	4	2	3.2 	6.5 	9.7 
024451	8	0	0	0	0	1	0.0 	0.0 	0.0 
024444	10	0	0	1	1	1	0.0 	0.0 	10.0 
025103	17	1	0	0	0	0	5.9 	5.9 	5.9 
024590	10	0	0	0	1	0	0.0 	0.0 	0.0 
026051	13	2	4	1	1	1	15.4 	46.2 	53.8 
026197	26	1	5	4	2	2	3.8 	23.1 	38.5 
025828	27	3	1	4	2	2	11.1 	14.8 	29.6 
026173	7	0	2	0	1	0	0.0 	28.6 	28.6 
026288	32	1	6	7	3	3	3.1 	21.9 	43.8 
027118	10	1	3	1	0	1	10.0 	40.0 	50.0 
026366	17	2	1	2	3	0	11.8 	17.6 	29.4 
026126	24	5	4	0	2	0	20.8 	37.5 	37.5 
026458	17	4	3	3	4	1	23.5 	41.2 	58.8 
026479	44	2	2	1	1	2	4.5 	9.1 	11.4 
026632	17	0	2	1	2	1	0.0 	11.8 	17.6 
026084	41	0	3	1	2	4	0.0 	7.3 	9.8 
026457	32	7	0	5	2	2	21.9 	21.9 	37.5 
026359	18	0	0	1	1	1	0.0 	0.0 	5.6 
025844	27	0	1	5	3	2	0.0 	3.7 	22.2 
027008	28	1	6	3	4	3	3.6 	25.0 	35.7 
026593	17	1	1	0	1	0	5.9 	11.8 	11.8 
026188	29	0	2	1	5	0	0.0 	6.9 	10.3 
025981	18	1	0	3	3	1	5.6 	5.6 	22.2 
029139	25	5	5	3	2	4	20.0 	40.0 	52.0 
029243	2	0	1	0	1	0	0.0 	50.0 	50.0 
029151	23	0	3	2	2	2	0.0 	13.0 	21.7 
029111	42	6	5	6	8	4	14.3 	26.2 	40.5 
027466	11	2	1	2	0	2	18.2 	27.3 	45.5 
029134	50	7	4	5	3	0	14.0 	22.0 	32.0 
029160	23	3	2	2	1	1	13.0 	21.7 	30.4 
029178	15	1	0	1	1	0	6.7 	6.7 	13.3 
029238	22	1	1	2	3	3	4.5 	9.1 	18.2 
029032	15	1	0	1	1	0	6.7 	6.7 	13.3 
029041	20	0	3	0	2	3	0.0 	15.0 	15.0 
029253	29	0	2	1	3	5	0.0 	6.9 	10.3 
026438	19	2	3	2	5	1	10.5 	26.3 	36.8 
026468	53	4	6	4	4	5	7.5 	18.9 	26.4 
026848	4	0	0	1	0	1	0.0 	0.0 	25.0 
026133	17	1	0	2	3	1	5.9 	5.9 	17.6 
025851	8	0	0	0	2	1	0.0 	0.0 	0.0 
026692	44	1	2	3	2	6	2.3 	6.8 	13.6 
025846	13	0	2	0	1	3	0.0 	15.4 	15.4 
026132	5	0	0	0	0	0	0.0 	0.0 	0.0 
026189	21	5	1	0	5	2	23.8 	28.6 	28.6 
026136	39	2	2	3	4	5	5.1 	10.3 	17.9 
025854	23	0	0	1	2	3	0.0 	0.0 	4.3 
026202	64	5	4	2	11	7	7.8 	14.1 	17.2 
026178	9	0	0	0	0	0	0.0 	0.0 	0.0 
026050	11	0	0	0	0	0	0.0 	0.0 	0.0 
026742	29	2	4	2	0	4	6.9 	20.7 	27.6 
026262	17	3	1	1	2	1	17.6 	23.5 	29.4 
024483	12	2	0	1	2	1	16.7 	16.7 	25.0 
026204	15	1	1	2	1	0	6.7 	13.3 	26.7 
025858	39	3	5	1	3	2	7.7 	20.5 	23.1 
024581	28	1	3	0	1	3	3.6 	14.3 	14.3 
026110	6	1	0	0	0	0	16.7 	16.7 	16.7 
026542	23	1	4	1	1	0	4.3 	21.7 	26.1 
029246	26	5	5	3	2	5	19.2 	38.5 	50.0 
029037	20	1	4	3	3	2	5.0 	25.0 	40.0 
027438	10	1	0	2	0	0	10.0 	10.0 	30.0 
029065	19	3	3	2	0	1	15.8 	31.6 	42.1 
027433	13	1	1	1	0	2	7.7 	15.4 	23.1 
024060	23	2	1	6	4	3	8.7 	13.0 	39.1 
025197	28	2	2	1	2	2	7.1 	14.3 	17.9 
024591	21	6	3	1	1	4	28.6 	42.9 	47.6 
024785	23	1	2	3	4	1	4.3 	13.0 	26.1 
024888	11	0	1	2	0	0	0.0 	9.1 	27.3 
025173	12	0	1	0	1	1	0.0 	8.3 	8.3 
025369	31	1	1	4	3	0	3.2 	6.5 	19.4 
024789	5	0	0	0	0	0	0.0 	0.0 	0.0 
024078	13	0	0	0	1	0	0.0 	0.0 	0.0 
024299	15	0	1	2	2	2	0.0 	6.7 	20.0 
026144	7	3	1	0	0	1	42.9 	57.1 	57.1 
025132	12	1	0	1	0	0	8.3 	8.3 	16.7 
026364	11	1	0	0	1	0	9.1 	9.1 	9.1 
026487	30	4	3	2	1	4	13.3 	23.3 	30.0 
027091	15	1	4	2	1	2	6.7 	33.3 	46.7 
026187	22	4	1	3	2	0	18.2 	22.7 	36.4 
025919	20	1	0	3	0	5	5.0 	5.0 	20.0 
026955	14	1	0	2	0	0	7.1 	7.1 	21.4 
026830	27	0	1	2	0	2	0.0 	3.7 	11.1 
026166	20	1	1	1	1	4	5.0 	10.0 	15.0 
025871	29	0	3	3	6	3	0.0 	10.3 	20.7 
026036	21	1	4	1	3	0	4.8 	23.8 	28.6 
026056	5	0	0	0	0	0	0.0 	0.0 	0.0 
027153	14	1	1	2	1	1	7.1 	14.3 	28.6 
024181	21	0	2	0	2	1	0.0 	9.5 	9.5 
025097	19	1	1	0	1	0	5.3 	10.5 	10.5 
025973	27	3	3	2	0	0	11.1 	22.2 	29.6 
029190	8	1	2	0	1	0	12.5 	37.5 	37.5 
027437	9	1	0	1	0	0	11.1 	11.1 	22.2 
024534	38	5	5	5	3	5	13.2 	26.3 	39.5 
026733	11	3	3	0	1	2	27.3 	54.5 	54.5 
026922	21	2	3	2	3	3	9.5 	23.8 	33.3 
026704	40	4	3	4	3	3	10.0 	17.5 	27.5 
026213	25	13	7	2	1	1	52.0 	80.0 	88.0 
026766	20	6	2	1	0	2	30.0 	40.0 	45.0 
026513	49	5	5	4	3	6	10.2 	20.4 	28.6 
026002	24	3	0	5	4	0	12.5 	12.5 	33.3 
026419	14	3	2	1	2	0	21.4 	35.7 	42.9 
026921	18	2	3	2	0	1	11.1 	27.8 	38.9 
026083	26	6	2	0	0	3	23.1 	30.8 	30.8 
029177	24	1	3	2	2	2	4.2 	16.7 	25.0 
025207	23	1	0	0	2	3	4.3 	4.3 	4.3 
024866	7	0	0	0	0	0	0.0 	0.0 	0.0 
025328	7	1	1	0	0	0	14.3 	28.6 	28.6 
024840	9	1	0	1	0	0	11.1 	11.1 	22.2 
026399	11	2	1	2	0	2	18.2 	27.3 	45.5 
026570	48	3	4	6	4	2	6.3 	14.6 	27.1 
026929	14	0	0	3	1	1	0.0 	0.0 	21.4 
026208	30	1	1	1	5	6	3.3 	6.7 	10.0 
026453	20	2	0	3	1	2	10.0 	10.0 	25.0 
027015	12	0	2	0	2	0	0.0 	16.7 	16.7 
026859	32	3	5	1	2	2	9.4 	25.0 	28.1 
026257	18	4	1	3	2	1	22.2 	27.8 	44.4 
026243	12	0	1	0	0	1	0.0 	8.3 	8.3 
026726	12	1	1	3	0	1	8.3 	16.7 	41.7 
026283	7	0	0	0	0	0	0.0 	0.0 	0.0 
026304	20	0	0	2	1	1	0.0 	0.0 	10.0 
029244	9	2	1	1	1	0	22.2 	33.3 	44.4 
027468	26	1	1	4	6	3	3.8 	7.7 	23.1 
029122	12	1	1	2	0	3	8.3 	16.7 	33.3 
029119	34	3	5	4	5	1	8.8 	23.5 	35.3 
029180	20	3	0	0	0	1	15.0 	15.0 	15.0 
029144	12	0	2	2	2	1	0.0 	16.7 	33.3 
029179	2	0	0	0	0	0	0.0 	0.0 	0.0 
024995	8	0	0	0	2	0	0.0 	0.0 	0.0 
024116	24	0	1	2	1	4	0.0 	4.2 	12.5 
025257	8	0	0	0	0	0	0.0 	0.0 	0.0 
024170	3	0	0	0	0	0	0.0 	0.0 	0.0 
024994	5	0	0	0	0	0	0.0 	0.0 	0.0 
026889	20	1	1	1	3	2	5.0 	10.0 	15.0 
025960	34	2	10	4	1	2	5.9 	35.3 	47.1 
025849	13	1	0	0	0	1	7.7 	7.7 	7.7 
026260	10	1	0	1	0	1	10.0 	10.0 	20.0 
026874	10	0	4	2	1	1	0.0 	40.0 	60.0 
026203	25	4	2	3	0	0	16.0 	24.0 	36.0 
025819	8	2	3	1	0	0	25.0 	62.5 	75.0 
026807	21	0	2	1	1	0	0.0 	9.5 	14.3 
026667	6	0	0	1	0	1	0.0 	0.0 	16.7 
025263	29	4	3	0	4	2	13.8 	24.1 	24.1 
024463	18	5	1	3	3	1	27.8 	33.3 	50.0 
024408	24	4	3	1	2	1	16.7 	29.2 	33.3 
025018	19	3	4	2	4	0	15.8 	36.8 	47.4 
024918	20	3	1	4	3	3	15.0 	20.0 	40.0 
024826	13	1	1	2	0	1	7.7 	15.4 	30.8 
024172	8	0	1	0	0	0	0.0 	12.5 	12.5 
024564	5	0	0	0	0	0	0.0 	0.0 	0.0 
024184	51	2	5	4	7	3	3.9 	13.7 	21.6 
025222	20	1	0	1	2	0	5.0 	5.0 	10.0 
025291	16	2	0	1	1	0	12.5 	12.5 	18.8 
026384	12	2	2	1	2	2	16.7 	33.3 	41.7 
026424	20	1	5	0	1	3	5.0 	30.0 	30.0 
025850	29	2	3	5	4	2	6.9 	17.2 	34.5 
026629	34	6	4	2	2	1	17.6 	29.4 	35.3 
026086	17	1	2	1	0	3	5.9 	17.6 	23.5 
026590	21	2	2	1	2	2	9.5 	19.0 	23.8 
026520	14	1	0	2	1	0	7.1 	7.1 	21.4 
026854	11	0	0	1	0	2	0.0 	0.0 	9.1 
029063	17	3	0	0	1	1	17.6 	17.6 	17.6 
029012	22	0	1	0	4	2	0.0 	4.5 	4.5 
029283	15	1	0	1	0	1	6.7 	6.7 	13.3 
026371	8	1	0	0	2	1	12.5 	12.5 	12.5 
026047	13	3	3	0	0	1	23.1 	46.2 	46.2 
026177	19	1	2	0	1	1	5.3 	15.8 	15.8 
026252	56	0	4	2	8	10	0.0 	7.1 	10.7 
026944	27	4	4	1	2	2	14.8 	29.6 	33.3 
026866	17	0	2	0	1	0	0.0 	11.8 	11.8 
026076	15	0	3	1	0	1	0.0 	20.0 	26.7 
026227	27	1	2	2	3	4	3.7 	11.1 	18.5 
025862	15	0	3	1	1	1	0.0 	20.0 	26.7 
026402	35	6	2	1	6	1	17.1 	22.9 	25.7 
025817	3	0	0	0	1	0	0.0 	0.0 	0.0 
026210	1	0	0	0	0	0	0.0 	0.0 	0.0 
026770	32	3	2	5	6	4	9.4 	15.6 	31.3 
025868	22	1	3	3	1	4	4.5 	18.2 	31.8 
026287	43	2	4	1	5	3	4.7 	14.0 	16.3 
027053	14	0	0	1	0	0	0.0 	0.0 	7.1 
026194	26	3	6	1	2	2	11.5 	34.6 	38.5 
026485	25	6	1	2	4	3	24.0 	28.0 	36.0 
024058	9	0	0	0	0	0	0.0 	0.0 	0.0 
025254	5	0	0	0	0	0	0.0 	0.0 	0.0 
024419	4	0	0	0	0	0	0.0 	0.0 	0.0 
025586	10	3	2	0	1	1	30.0 	50.0 	50.0 
024318	23	1	0	0	0	1	4.3 	4.3 	4.3 
024350	6	1	0	1	0	0	16.7 	16.7 	33.3 
026655	48	3	2	4	3	5	6.3 	10.4 	18.8 
026231	15	2	2	0	1	2	13.3 	26.7 	26.7 
025870	49	2	5	5	7	7	4.1 	14.3 	24.5 
026394	13	2	0	0	0	1	15.4 	15.4 	15.4 
027089	5	0	0	0	0	0	0.0 	0.0 	0.0 
026939	1	0	0	0	0	0	0.0 	0.0 	0.0 
026241	21	1	2	4	3	2	4.8 	14.3 	33.3 
027152	15	5	1	2	2	3	33.3 	40.0 	53.3 
025985	6	0	0	1	0	0	0.0 	0.0 	16.7 
026005	27	1	3	3	1	2	3.7 	14.8 	25.9 
026975	2	0	0	0	0	0	0.0 	0.0 	0.0 
024123	22	1	2	1	3	2	4.5 	13.6 	18.2 
024487	19	3	0	3	3	1	15.8 	15.8 	31.6 
029038	13	3	4	0	0	0	23.1 	53.8 	53.8 
025228	14	3	2	0	1	1	21.4 	35.7 	35.7 
024596	27	2	1	1	1	2	7.4 	11.1 	14.8 
024396	21	2	1	2	1	5	9.5 	14.3 	23.8 
024380	38	0	0	3	4	4	0.0 	0.0 	7.9 
025584	11	0	0	0	0	1	0.0 	0.0 	0.0 
025992	5	0	0	0	0	0	0.0 	0.0 	0.0 
026511	28	2	1	4	3	3	7.1 	10.7 	25.0 
026363	15	1	3	1	2	2	6.7 	26.7 	33.3 
026200	20	2	4	4	2	3	10.0 	30.0 	50.0 
026688	44	1	3	7	4	1	2.3 	9.1 	25.0 
026798	20	3	1	3	2	1	15.0 	20.0 	35.0 
026947	33	1	5	1	1	2	3.0 	18.2 	21.2 
026254	20	5	3	1	3	1	25.0 	40.0 	45.0 
025113	14	0	0	0	1	0	0.0 	0.0 	0.0 
025588	7	0	0	0	0	1	0.0 	0.0 	0.0 
026588	14	1	1	0	0	1	7.1 	14.3 	14.3 
029147	23	1	1	0	0	0	4.3 	8.7 	8.7 
029150	19	0	3	2	1	0	0.0 	15.8 	26.3 
025816	5	0	0	0	0	0	0.0 	0.0 	0.0 
025971	13	1	0	1	0	0	7.7 	7.7 	15.4 
025232	15	1	0	2	1	1	6.7 	6.7 	20.0 
024589	14	1	1	0	0	0	7.1 	14.3 	14.3 
026102	9	1	2	1	0	4	11.1 	33.3 	44.4 
026946	14	1	0	2	2	1	7.1 	7.1 	21.4 
026408	5	0	0	0	0	0	0.0 	0.0 	0.0 
023043	7	0	0	0	0	0	0.0 	0.0 	0.0 
019095	58	9	12	9	8	8	15.5 	36.2 	51.7 
024636	4	0	0	0	0	0	0.0 	0.0 	0.0 
024138	2	0	0	0	0	0	0.0 	0.0 	0.0 
024597	6	1	0	0	0	0	16.7 	16.7 	16.7 
026735	11	2	3	0	0	0	18.2 	45.5 	45.5 
026818	16	2	1	2	2	3	12.5 	18.8 	31.3 
026827	20	1	0	2	4	2	5.0 	5.0 	15.0 
026679	33	2	3	1	4	2	6.1 	15.2 	18.2 
029018	9	0	0	0	0	2	0.0 	0.0 	0.0 
025954	10	3	0	1	0	2	30.0 	30.0 	40.0 
026228	20	2	0	4	3	0	10.0 	10.0 	30.0 
025251	5	4	0	0	0	0	80.0 	80.0 	80.0 
024798	13	1	1	1	0	0	7.7 	15.4 	23.1 
026426	4	0	0	0	0	1	0.0 	0.0 	0.0 
026668	17	1	3	0	1	4	5.9 	23.5 	23.5 
025374	10	0	0	0	1	0	0.0 	0.0 	0.0 
024276	8	0	0	0	0	0	0.0 	0.0 	0.0 
029162	2	0	0	1	0	1	0.0 	0.0 	50.0 
029016	24	0	2	3	4	2	0.0 	8.3 	20.8 
029172	4	0	0	0	0	0	0.0 	0.0 	0.0 
024496	29	1	6	2	4	5	3.4 	24.1 	31.0 
029029	26	2	2	7	5	1	7.7 	15.4 	42.3 
025912	13	3	1	1	1	2	23.1 	30.8 	38.5 
026151	8	0	0	0	0	1	0.0 	0.0 	0.0 
029156	18	0	2	1	1	3	0.0 	11.1 	16.7 
024960	7	0	0	0	0	0	0.0 	0.0 	0.0 
024535	7	0	0	0	0	0	0.0 	0.0 	0.0 
024908	5	1	0	0	0	1	20.0 	20.0 	20.0 
026330	14	2	0	2	1	0	14.3 	14.3 	28.6 
027151	13	0	0	0	1	1	0.0 	0.0 	0.0 
026335	21	0	3	1	2	3	0.0 	14.3 	19.0 
026987	27	6	1	1	2	2	22.2 	25.9 	29.6 
025838	12	1	0	1	1	1	8.3 	8.3 	16.7 
026918	10	1	1	1	0	1	10.0 	20.0 	30.0 
029165	13	1	1	1	1	2	7.7 	15.4 	23.1 
029187	31	2	4	4	3	2	6.5 	19.4 	32.3 
025249	11	4	1	1	1	0	36.4 	45.5 	54.5 
025052	11	1	1	2	1	1	9.1 	18.2 	36.4 
029008	19	2	0	2	1	1	10.5 	10.5 	21.1 
026781	15	2	0	3	1	1	13.3 	13.3 	33.3 
024623	4	0	0	0	0	0	0.0 	0.0 	0.0 
027154	5	1	1	0	0	0	20.0 	40.0 	40.0 
024203	6	0	1	2	1	0	0.0 	16.7 	50.0 
029011	8	0	1	0	0	0	0.0 	12.5 	12.5 
027036	16	2	2	1	1	0	12.5 	25.0 	31.3 
026988	8	0	0	0	0	0	0.0 	0.0 	0.0 
026070	3	0	0	0	0	0	0.0 	0.0 	0.0 
024407	14	2	1	1	0	1	14.3 	21.4 	28.6 
025087	4	0	0	0	0	0	0.0 	0.0 	0.0 
026429	3	0	0	0	0	0	0.0 	0.0 	0.0 
026793	2	0	0	0	0	0	0.0 	0.0 	0.0 
026196	2	0	0	0	0	0	0.0 	0.0 	0.0 
024320	10	1	0	0	0	0	10.0 	10.0 	10.0 
024084	9	0	0	0	1	0	0.0 	0.0 	0.0 
029061	10	0	1	3	0	1	0.0 	10.0 	40.0 
027424	8	1	0	1	0	0	12.5 	12.5 	25.0 
024582	4	0	0	0	0	0	0.0 	0.0 	0.0 
024240	31	2	3	1	2	1	6.5 	16.1 	19.4 
029026	10	2	1	1	1	1	20.0 	30.0 	40.0 
029028	13	1	0	1	0	2	7.7 	7.7 	15.4 
026215	44	3	9	3	4	6	6.8 	27.3 	34.1 
026849	2	0	0	0	0	1	0.0 	0.0 	0.0 
025141	6	2	0	1	0	0	33.3 	33.3 	50.0 
027493	3	2	1	0	0	0	66.7 	100.0 	100.0 
024723	17	7	2	3	3	0	41.2 	52.9 	70.6 
024435	20	4	3	4	2	3	20.0 	35.0 	55.0 
024719	16	5	1	3	1	1	31.3 	37.5 	56.3 
024588	12	1	2	3	0	1	8.3 	25.0 	50.0 
025026	7	0	0	0	0	0	0.0 	0.0 	0.0 
027148	10	0	1	0	1	0	0.0 	10.0 	10.0 
026185	2	0	0	0	0	1	0.0 	0.0 	0.0 
026740	4	0	0	0	1	0	0.0 	0.0 	0.0 
026171	8	0	0	0	0	0	0.0 	0.0 	0.0 
029124	23	0	0	0	0	0	0.0 	0.0 	0.0 
024201	3	0	0	0	0	0	0.0 	0.0 	0.0 
024944	4	0	0	0	0	1	0.0 	0.0 	0.0 
024846	6	0	1	1	0	0	0.0 	16.7 	33.3 
026236	1	0	0	0	0	0	0.0 	0.0 	0.0 
025857	14	2	1	1	3	1	14.3 	21.4 	28.6 
024546	8	1	1	2	0	3	12.5 	25.0 	50.0 
024188	8	0	0	0	0	0	0.0 	0.0 	0.0 
025419	7	0	0	0	1	1	0.0 	0.0 	0.0 
025983	10	2	3	1	0	1	20.0 	50.0 	60.0 
024283	12	3	1	0	2	0	25.0 	33.3 	33.3 
023134	8	0	0	1	0	0	0.0 	0.0 	12.5 
029182	8	1	0	1	1	1	12.5 	12.5 	25.0 
024158	16	1	2	2	0	1	6.3 	18.8 	31.3 
025937	19	0	1	3	0	3	0.0 	5.3 	21.1 
025099	7	0	0	0	0	0	0.0 	0.0 	0.0 
024264	5	0	0	0	0	0	0.0 	0.0 	0.0 
024397	5	0	0	0	0	0	0.0 	0.0 	0.0 
025405	3	0	0	1	0	0	0.0 	0.0 	33.3 
025314	9	0	0	0	0	0	0.0 	0.0 	0.0 
024372	7	0	0	2	1	0	0.0 	0.0 	28.6 
024394	3	0	0	0	1	1	0.0 	0.0 	0.0 
027281	6	1	0	1	0	1	16.7 	16.7 	33.3 
026837	15	3	0	2	1	2	20.0 	20.0 	33.3 
024760	8	0	0	1	0	0	0.0 	0.0 	12.5 
025047	4	0	0	0	0	0	0.0 	0.0 	0.0 
026532	12	4	2	2	2	0	33.3 	50.0 	66.7 
024322	5	0	0	0	0	0	0.0 	0.0 	0.0 
024256	2	0	0	0	0	0	0.0 	0.0 	0.0 
025305	5	0	0	0	0	0	0.0 	0.0 	0.0 
027283	10	3	0	1	0	1	30.0 	30.0 	40.0 
024552	4	0	0	0	0	0	0.0 	0.0 	0.0 
027467	12	0	1	2	0	1	0.0 	8.3 	25.0 
024485	9	1	1	0	0	2	11.1 	22.2 	22.2 
024816	6	0	0	0	0	0	0.0 	0.0 	0.0 
